python,r,test_case,python_result,r_result,overall,row_diff,col_diff,semantic_score,largest_common,edit_distance
df[['col1']].shape,dim(df),"col0,col1,col2,col3
3.0,8,ID_1,6.0
5.0,6,ID_6,4.0
1.0,5,ID_3,1.0
0.0,8,ID_2,2.0
1.0,4,ID_8,3.0
2.0,3,ID_1,5.0
1.0,2,ID_4,
4.0,2,ID_8,2.0
,6,ID_8,1.0
","(9, 1)",[9 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
,1.0,ID_1,6.0
3.0,,,3.0
0.0,1.0,ID_3,
1.0,4.0,ID_6,4.0
4.0,8.0,,
7.0,3.0,ID_2,1.0
8.0,,ID_8,3.0
","(7, 1)",[7 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
,5.0,ID_8,1.0
1.0,0.0,ID_8,1.0
6.0,6.0,ID_2,3.0
3.0,5.0,ID_4,1.0
1.0,7.0,ID_1,6.0
3.0,7.0,ID_3,7.0
2.0,,ID_7,7.0
4.0,6.0,ID_6,3.0
8.0,4.0,ID_7,2.0
5.0,4.0,ID_5,1.0
8.0,,ID_4,1.0
4.0,,ID_5,4.0
0.0,0.0,ID_5,8.0
1.0,4.0,,
,5.0,,2.0
9.0,4.0,ID_6,2.0
9.0,4.0,ID_6,6.0
","(17, 1)",[17  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
6.0,2.0,ID_0,7
3.0,,ID_0,1
,7.0,ID_8,2
3.0,1.0,ID_3,7
8.0,3.0,ID_8,1
","(5, 1)",[5 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
8,4.0,ID_4,1.0
2,8.0,ID_8,4.0
4,3.0,ID_6,8.0
3,3.0,ID_5,0.0
3,3.0,ID_2,5.0
1,6.0,ID_8,5.0
0,6.0,ID_8,6.0
4,7.0,ID_1,0.0
2,4.0,ID_0,
0,0.0,ID_7,8.0
8,5.0,ID_5,8.0
2,1.0,,7.0
7,5.0,ID_5,8.0
5,,ID_2,6.0
9,3.0,ID_1,8.0
2,6.0,ID_7,5.0
","(16, 1)",[16  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
4.0,3.0,ID_6,1.0
3.0,2.0,ID_5,2.0
3.0,4.0,ID_8,1.0
,7.0,ID_5,3.0
2.0,6.0,ID_8,7.0
2.0,6.0,ID_6,6.0
2.0,0.0,ID_8,3.0
0.0,5.0,ID_5,
6.0,6.0,ID_8,5.0
,8.0,,7.0
4.0,,ID_6,2.0
9.0,2.0,ID_4,3.0
9.0,3.0,ID_7,5.0
","(13, 1)",[13  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
7,0,ID_2,5
","(1, 1)",[1 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
1.0,5,ID_3,5.0
8.0,4,ID_0,1.0
4.0,3,ID_3,
,3,ID_3,6.0
8.0,2,ID_8,4.0
7.0,5,ID_2,7.0
","(6, 1)",[6 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
6,4.0,ID_5,2.0
1,0.0,ID_3,2.0
3,0.0,ID_8,4.0
9,,ID_2,8.0
4,,ID_0,2.0
2,2.0,ID_0,8.0
3,0.0,ID_5,7.0
9,0.0,ID_0,
0,6.0,ID_3,1.0
5,5.0,ID_2,5.0
4,2.0,ID_8,2.0
5,,ID_4,5.0
7,4.0,,4.0
0,0.0,ID_4,
4,2.0,ID_0,5.0
","(15, 1)",[15  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
1.0,1.0,ID_8,
5.0,1.0,ID_2,0.0
8.0,,ID_7,8.0
1.0,,ID_4,1.0
4.0,2.0,ID_6,8.0
2.0,,,5.0
1.0,8.0,ID_1,3.0
,8.0,ID_8,
0.0,,ID_5,4.0
6.0,5.0,ID_4,0.0
0.0,3.0,ID_4,8.0
","(11, 1)",[11  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
2,0.0,ID_8,1.0
8,8.0,ID_0,4.0
2,8.0,ID_4,0.0
8,,ID_4,
0,8.0,ID_5,1.0
0,3.0,ID_0,7.0
3,2.0,ID_5,5.0
8,7.0,ID_4,8.0
4,7.0,,4.0
4,2.0,ID_8,8.0
4,8.0,ID_2,2.0
3,0.0,ID_3,4.0
0,,ID_7,4.0
9,7.0,ID_6,1.0
2,5.0,,4.0
6,,ID_8,4.0
0,4.0,ID_4,2.0
6,4.0,ID_0,3.0
0,7.0,ID_3,1.0
","(19, 1)",[19  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
6,8,ID_0,3
1,8,ID_0,0
4,7,ID_8,8
7,6,ID_8,5
2,4,ID_0,0
5,6,ID_5,5
3,8,ID_5,0
1,8,ID_4,7
6,3,,3
","(9, 1)",[9 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
1.0,8.0,ID_6,1.0
,4.0,ID_8,4.0
1.0,8.0,ID_7,3.0
3.0,4.0,ID_1,1.0
5.0,7.0,ID_3,4.0
6.0,,ID_4,3.0
,1.0,ID_3,0.0
2.0,5.0,ID_1,8.0
6.0,4.0,ID_8,1.0
3.0,6.0,ID_7,8.0
1.0,4.0,ID_1,8.0
9.0,,ID_3,
0.0,6.0,ID_7,5.0
7.0,5.0,,0.0
","(14, 1)",[14  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
3,2.0,ID_8,3
7,8.0,ID_2,7
0,5.0,ID_4,3
0,6.0,ID_2,7
1,3.0,ID_3,2
6,,ID_8,7
2,8.0,ID_8,2
6,2.0,ID_8,5
3,3.0,ID_6,4
3,0.0,ID_3,6
2,5.0,ID_8,5
5,1.0,ID_7,1
3,4.0,,0
8,7.0,ID_7,5
2,7.0,,6
4,2.0,ID_4,5
0,7.0,ID_8,0
5,7.0,ID_4,8
","(18, 1)",[18  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
6.0,1,ID_0,0
6.0,2,ID_1,5
2.0,6,ID_2,6
4.0,0,ID_5,0
,5,ID_6,1
","(5, 1)",[5 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
9.0,7.0,ID_5,2
,7.0,ID_8,6
0.0,,ID_1,6
0.0,7.0,ID_1,7
,4.0,ID_7,8
0.0,2.0,ID_7,3
3.0,3.0,ID_1,0
4.0,3.0,ID_5,8
8.0,2.0,,0
4.0,,ID_4,4
6.0,2.0,ID_8,1
5.0,5.0,ID_7,2
8.0,8.0,ID_7,2
1.0,3.0,ID_8,2
","(14, 1)",[14  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
7.0,6.0,ID_4,4.0
0.0,6.0,ID_6,5.0
3.0,8.0,ID_5,7.0
,8.0,ID_4,1.0
2.0,0.0,ID_5,4.0
0.0,6.0,ID_8,1.0
5.0,6.0,ID_8,7.0
3.0,,ID_1,
3.0,0.0,ID_2,3.0
3.0,,ID_3,1.0
6.0,5.0,ID_2,1.0
5.0,,ID_0,8.0
3.0,5.0,,2.0
3.0,2.0,ID_2,5.0
3.0,2.0,ID_8,4.0
2.0,5.0,ID_4,1.0
","(16, 1)",[16  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
,7,ID_8,2
4.0,7,ID_8,5
","(2, 1)",[2 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
2,,ID_6,8
1,4.0,ID_0,8
5,4.0,,6
1,6.0,ID_6,3
","(4, 1)",[4 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
7,4,ID_5,8
2,8,ID_1,0
0,1,,7
3,3,ID_4,1
","(4, 1)",[4 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
6,5.0,ID_8,7.0
4,5.0,ID_4,3.0
6,0.0,ID_8,6.0
5,8.0,,0.0
8,4.0,ID_8,7.0
0,7.0,ID_0,4.0
2,8.0,ID_4,4.0
6,,ID_5,
4,7.0,ID_7,8.0
5,1.0,ID_0,0.0
2,0.0,ID_6,2.0
","(11, 1)",[11  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
2.0,0.0,ID_6,7.0
8.0,5.0,,4.0
1.0,5.0,,1.0
2.0,3.0,ID_5,6.0
4.0,8.0,ID_8,
6.0,,ID_7,1.0
8.0,8.0,ID_2,2.0
0.0,3.0,ID_7,
,3.0,ID_8,0.0
5.0,5.0,ID_1,3.0
4.0,8.0,,2.0
","(11, 1)",[11  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
1.0,3.0,ID_5,2.0
4.0,7.0,ID_6,
4.0,2.0,ID_5,6.0
6.0,0.0,ID_6,0.0
0.0,5.0,ID_0,7.0
2.0,1.0,ID_0,0.0
,6.0,ID_8,2.0
8.0,1.0,,2.0
8.0,6.0,ID_0,1.0
5.0,0.0,,6.0
9.0,1.0,ID_3,0.0
,4.0,ID_1,8.0
8.0,2.0,ID_3,4.0
3.0,2.0,ID_3,3.0
6.0,2.0,ID_7,7.0
1.0,4.0,ID_4,1.0
0.0,,ID_8,4.0
4.0,5.0,ID_7,3.0
","(18, 1)",[18  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
1.0,8,ID_6,
9.0,0,ID_6,0.0
3.0,2,ID_5,5.0
5.0,5,ID_5,1.0
2.0,2,,4.0
6.0,8,ID_8,2.0
4.0,3,ID_0,4.0
1.0,7,,5.0
8.0,2,ID_4,3.0
7.0,4,,3.0
2.0,7,,3.0
9.0,1,ID_1,2.0
,0,ID_8,4.0
2.0,2,,
7.0,0,ID_5,6.0
","(15, 1)",[15  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
7.0,8.0,ID_1,7.0
7.0,0.0,ID_3,6.0
9.0,8.0,ID_8,0.0
3.0,8.0,ID_0,1.0
5.0,,ID_5,0.0
,,ID_1,
0.0,3.0,ID_3,4.0
,4.0,ID_1,7.0
8.0,8.0,ID_3,2.0
0.0,1.0,ID_1,3.0
3.0,6.0,ID_8,1.0
1.0,8.0,ID_5,6.0
6.0,5.0,ID_4,5.0
5.0,6.0,ID_6,8.0
9.0,8.0,ID_5,5.0
","(15, 1)",[15  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
9.0,7.0,ID_3,8
5.0,7.0,ID_3,5
3.0,6.0,,8
5.0,5.0,ID_3,8
8.0,6.0,,5
,1.0,ID_7,8
8.0,2.0,ID_5,8
,2.0,ID_1,3
5.0,1.0,ID_2,8
8.0,4.0,ID_5,0
8.0,2.0,,5
1.0,6.0,ID_0,3
4.0,,,6
3.0,3.0,ID_2,8
6.0,4.0,,6
2.0,5.0,ID_2,7
","(16, 1)",[16  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
7.0,3.0,ID_8,5.0
1.0,,ID_6,6.0
3.0,2.0,,2.0
,4.0,ID_5,7.0
6.0,7.0,,5.0
0.0,0.0,ID_8,2.0
0.0,5.0,ID_8,0.0
4.0,,ID_8,5.0
2.0,7.0,ID_6,
5.0,3.0,ID_8,
6.0,6.0,ID_0,
4.0,5.0,ID_1,8.0
2.0,5.0,ID_4,3.0
0.0,5.0,ID_1,
9.0,5.0,ID_4,1.0
0.0,4.0,,3.0
9.0,2.0,ID_0,7.0
4.0,3.0,ID_5,3.0
","(18, 1)",[18  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
2.0,0,ID_2,4.0
,6,ID_7,1.0
0.0,8,ID_8,1.0
8.0,7,ID_7,2.0
5.0,2,ID_1,5.0
0.0,0,ID_2,6.0
3.0,4,ID_1,2.0
3.0,3,ID_7,2.0
,4,ID_8,1.0
3.0,3,ID_3,
8.0,8,ID_3,2.0
3.0,1,ID_1,0.0
4.0,8,ID_7,7.0
,4,ID_6,7.0
,2,ID_8,3.0
0.0,5,ID_0,3.0
,8,ID_4,7.0
,2,ID_8,1.0
3.0,0,ID_4,3.0
7.0,3,ID_8,6.0
","(20, 1)",[20  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
2.0,7.0,ID_4,5
1.0,0.0,ID_0,6
1.0,,ID_6,1
5.0,0.0,ID_7,1
9.0,0.0,ID_1,4
2.0,8.0,,8
3.0,3.0,ID_8,1
1.0,2.0,ID_6,6
2.0,,ID_6,7
8.0,3.0,ID_8,0
1.0,2.0,ID_5,2
4.0,5.0,ID_1,6
0.0,,ID_7,0
,1.0,ID_4,4
","(14, 1)",[14  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
3,4,ID_7,5
3,8,ID_5,7
7,5,ID_3,1
1,4,ID_4,3
8,4,ID_2,7
","(5, 1)",[5 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
9.0,,ID_2,2
3.0,,ID_7,7
4.0,4.0,ID_3,1
0.0,3.0,ID_8,0
1.0,5.0,ID_2,8
9.0,6.0,ID_8,4
,4.0,,3
","(7, 1)",[7 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
3,3,ID_0,0.0
8,7,ID_4,2.0
7,8,ID_2,
","(3, 1)",[3 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
8.0,3,ID_2,4
4.0,3,ID_1,6
8.0,5,ID_4,2
6.0,1,ID_0,4
,8,ID_8,1
6.0,7,ID_8,1
3.0,4,ID_7,6
","(7, 1)",[7 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
4.0,5.0,ID_5,0.0
0.0,7.0,ID_8,1.0
1.0,4.0,ID_7,7.0
6.0,2.0,ID_2,6.0
,0.0,ID_2,1.0
6.0,6.0,ID_0,0.0
5.0,0.0,ID_8,
3.0,,ID_7,0.0
7.0,7.0,ID_7,
6.0,6.0,ID_5,2.0
3.0,4.0,ID_0,7.0
2.0,6.0,ID_5,0.0
6.0,4.0,ID_6,5.0
","(13, 1)",[13  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
1,4.0,,5.0
8,2.0,ID_8,
7,5.0,ID_5,6.0
5,6.0,ID_8,0.0
9,5.0,ID_0,4.0
1,,ID_0,6.0
","(6, 1)",[6 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
0,2.0,ID_3,3.0
6,,ID_5,2.0
5,7.0,ID_3,6.0
7,4.0,ID_2,3.0
4,4.0,ID_2,6.0
3,5.0,,1.0
5,2.0,ID_5,5.0
9,,ID_4,3.0
4,8.0,ID_8,1.0
6,,ID_5,
","(10, 1)",[10  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
0.0,7.0,ID_4,4.0
7.0,1.0,ID_0,6.0
3.0,8.0,ID_5,8.0
9.0,8.0,ID_5,6.0
7.0,2.0,ID_7,6.0
9.0,6.0,ID_1,4.0
1.0,1.0,ID_4,1.0
1.0,2.0,ID_4,4.0
0.0,,ID_4,6.0
9.0,3.0,ID_8,7.0
6.0,3.0,ID_3,5.0
,5.0,ID_8,8.0
9.0,0.0,ID_8,7.0
5.0,4.0,ID_3,6.0
3.0,7.0,ID_7,8.0
5.0,,ID_3,8.0
,1.0,ID_8,
1.0,1.0,ID_7,2.0
8.0,5.0,,0.0
","(19, 1)",[19  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
,6,ID_4,5
","(1, 1)",[1 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
4.0,4.0,ID_8,7.0
5.0,6.0,ID_4,5.0
5.0,5.0,ID_1,4.0
1.0,4.0,ID_8,1.0
4.0,8.0,ID_6,2.0
8.0,1.0,ID_6,0.0
4.0,5.0,ID_5,0.0
1.0,0.0,ID_6,1.0
9.0,2.0,ID_8,2.0
9.0,5.0,ID_8,
,,,5.0
6.0,3.0,ID_6,1.0
8.0,2.0,,8.0
4.0,5.0,ID_1,8.0
,0.0,ID_5,7.0
4.0,0.0,ID_5,2.0
5.0,7.0,ID_7,0.0
4.0,2.0,ID_5,5.0
1.0,,ID_2,6.0
8.0,,,7.0
","(20, 1)",[20  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
5.0,3,ID_3,5
2.0,3,ID_8,5
7.0,6,ID_1,4
,5,ID_8,5
7.0,0,ID_8,3
7.0,3,ID_8,0
8.0,7,ID_7,7
2.0,2,ID_1,2
0.0,6,ID_0,5
","(9, 1)",[9 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
9,2.0,,6.0
6,0.0,ID_1,6.0
5,0.0,,5.0
3,0.0,ID_8,1.0
8,,ID_7,1.0
1,6.0,ID_0,
2,7.0,ID_1,4.0
5,8.0,ID_0,0.0
4,5.0,ID_2,
0,3.0,ID_7,
5,5.0,ID_2,1.0
","(11, 1)",[11  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
5,6,ID_4,8
3,6,,3
","(2, 1)",[2 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
6.0,8.0,ID_0,1.0
3.0,,ID_8,
0.0,,,2.0
9.0,7.0,ID_4,1.0
,0.0,ID_6,1.0
,8.0,ID_5,
1.0,5.0,ID_3,8.0
0.0,7.0,ID_8,5.0
","(8, 1)",[8 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
,5.0,ID_8,4
3.0,5.0,ID_2,0
8.0,0.0,ID_6,7
0.0,0.0,ID_2,8
4.0,6.0,ID_4,7
9.0,4.0,ID_4,8
3.0,2.0,ID_8,5
5.0,,ID_8,3
6.0,8.0,ID_1,5
0.0,8.0,ID_2,7
3.0,2.0,ID_2,0
6.0,3.0,ID_3,5
6.0,5.0,,0
1.0,2.0,,8
3.0,1.0,ID_6,1
8.0,4.0,ID_2,5
5.0,4.0,ID_1,7
7.0,4.0,ID_1,6
","(18, 1)",[18  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
1.0,1,,7.0
9.0,2,ID_1,0.0
1.0,0,ID_1,8.0
,7,ID_2,5.0
,8,ID_1,
2.0,2,ID_0,1.0
,4,ID_8,0.0
7.0,3,ID_2,4.0
6.0,7,ID_7,0.0
","(9, 1)",[9 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
5.0,0.0,ID_5,6.0
5.0,4.0,ID_8,6.0
6.0,4.0,ID_7,1.0
5.0,4.0,,2.0
7.0,2.0,ID_0,2.0
0.0,6.0,ID_0,5.0
8.0,,ID_0,4.0
9.0,4.0,ID_2,6.0
3.0,6.0,,4.0
5.0,8.0,,
5.0,8.0,ID_2,6.0
8.0,0.0,ID_1,
1.0,0.0,ID_5,1.0
3.0,0.0,ID_6,
7.0,7.0,ID_6,4.0
,4.0,ID_4,7.0
7.0,7.0,ID_3,8.0
6.0,1.0,ID_1,1.0
","(18, 1)",[18  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
1.0,1.0,ID_3,2.0
0.0,,ID_1,
1.0,8.0,ID_4,4.0
8.0,6.0,ID_8,2.0
,3.0,ID_8,7.0
6.0,8.0,,7.0
3.0,2.0,ID_6,6.0
5.0,7.0,ID_7,6.0
6.0,6.0,ID_5,3.0
2.0,2.0,ID_0,6.0
0.0,6.0,ID_5,8.0
3.0,,ID_0,
3.0,1.0,ID_1,0.0
1.0,2.0,ID_3,8.0
5.0,2.0,ID_8,3.0
9.0,2.0,ID_0,
","(16, 1)",[16  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
9,7,ID_1,5.0
1,5,ID_8,4.0
7,7,ID_6,5.0
9,5,ID_6,
8,3,ID_1,2.0
1,2,ID_4,2.0
0,5,ID_4,7.0
0,6,ID_1,3.0
5,3,ID_7,
7,4,ID_1,1.0
8,1,,1.0
","(11, 1)",[11  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
2.0,7,ID_2,1.0
9.0,5,ID_8,6.0
5.0,8,ID_8,6.0
4.0,8,ID_5,4.0
4.0,0,ID_0,5.0
7.0,3,ID_3,7.0
,3,ID_1,6.0
,4,ID_8,6.0
6.0,3,ID_1,7.0
2.0,4,ID_0,0.0
8.0,3,ID_4,8.0
8.0,8,ID_4,8.0
8.0,4,ID_8,
8.0,3,ID_2,5.0
6.0,5,ID_4,2.0
","(15, 1)",[15  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
,,ID_2,2
0.0,7.0,ID_1,6
,3.0,ID_0,5
","(3, 1)",[3 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
5,0.0,ID_8,
2,4.0,ID_8,3.0
7,8.0,ID_6,
7,8.0,ID_5,8.0
0,5.0,ID_0,4.0
0,5.0,ID_8,7.0
8,5.0,ID_3,3.0
3,8.0,ID_5,8.0
0,0.0,ID_0,8.0
7,7.0,ID_2,2.0
8,,,0.0
6,1.0,ID_4,5.0
0,6.0,ID_5,
0,3.0,,6.0
3,7.0,ID_7,8.0
0,,ID_3,4.0
0,,ID_1,1.0
0,6.0,ID_4,1.0
","(18, 1)",[18  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
8.0,3.0,ID_2,7.0
4.0,8.0,ID_1,4.0
8.0,8.0,,8.0
,7.0,ID_0,7.0
8.0,,ID_0,
8.0,1.0,ID_5,4.0
8.0,2.0,ID_7,6.0
,2.0,,1.0
7.0,5.0,ID_3,0.0
6.0,8.0,ID_8,0.0
8.0,3.0,ID_3,8.0
8.0,2.0,ID_2,4.0
5.0,4.0,,7.0
3.0,1.0,ID_6,1.0
7.0,6.0,ID_8,
","(15, 1)",[15  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
,2,ID_2,2.0
4.0,1,ID_8,5.0
8.0,0,ID_5,6.0
0.0,1,ID_0,5.0
2.0,5,ID_6,3.0
4.0,4,ID_4,0.0
,6,ID_4,6.0
8.0,1,ID_6,8.0
6.0,8,ID_3,
3.0,2,ID_7,6.0
5.0,5,ID_7,8.0
5.0,6,ID_3,6.0
0.0,7,ID_1,2.0
6.0,6,ID_7,7.0
7.0,7,ID_3,1.0
4.0,2,ID_8,
4.0,8,ID_5,4.0
","(17, 1)",[17  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
,8,,3
0.0,8,,1
1.0,7,ID_6,3
6.0,4,ID_8,5
4.0,1,ID_2,6
3.0,7,ID_2,6
0.0,0,,2
8.0,2,ID_2,1
2.0,0,,8
","(9, 1)",[9 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
0,4,ID_7,2
0,8,ID_0,5
0,8,ID_4,3
","(3, 1)",[3 4],0.5,,,0.5,,0.466
